{'loss': 0.6928, 'grad_norm': 1.25, 'learning_rate': 5e-05, 'rewards/chosen': 0.002577605191618204, 'rewards/rejected': 0.001468400820158422, 'rewards/accuracies': 0.4124999940395355, 'rewards/margins': 0.0011092043714597821, 'logps/rejected': -146.68641662597656, 'logps/chosen': -142.4328155517578, 'logits/rejected': -0.2428296059370041, 'logits/chosen': -0.23622170090675354, 'epoch': 1.0}
{'loss': 0.0, 'grad_norm': 0.000957489013671875, 'learning_rate': 0.0001980220772955602, 'rewards/chosen': -7.49854040145874, 'rewards/rejected': -20.8382568359375, 'rewards/accuracies': 1.0, 'rewards/margins': 13.339715957641602, 'logps/rejected': -355.0741882324219, 'logps/chosen': -217.4050750732422, 'logits/rejected': -1.1380256414413452, 'logits/chosen': -1.1089842319488525, 'epoch': 61.0}
{'loss': 0.0, 'grad_norm': 0.00045013427734375, 'learning_rate': 0.0001895195261000831, 'rewards/chosen': -7.497910976409912, 'rewards/rejected': -20.85920524597168, 'rewards/accuracies': 1.0, 'rewards/margins': 13.361294746398926, 'logps/rejected': -355.27593994140625, 'logps/chosen': -217.402587890625, 'logits/rejected': -1.1302409172058105, 'logits/chosen': -1.0918562412261963, 'epoch': 62.0}
{'loss': 0.0, 'grad_norm': 0.000751495361328125, 'learning_rate': 0.00018109066104575022, 'rewards/chosen': -7.50571346282959, 'rewards/rejected': -20.85392951965332, 'rewards/accuracies': 1.0, 'rewards/margins': 13.34821605682373, 'logps/rejected': -355.25115966796875, 'logps/chosen': -217.5094451904297, 'logits/rejected': -1.1365593671798706, 'logits/chosen': -1.1074268817901611, 'epoch': 63.0}
{'loss': 0.0, 'grad_norm': 0.000423431396484375, 'learning_rate': 0.00017274575140626317, 'rewards/chosen': -7.50180196762085, 'rewards/rejected': -20.858291625976562, 'rewards/accuracies': 1.0, 'rewards/margins': 13.356489181518555, 'logps/rejected': -355.26904296875, 'logps/chosen': -217.46615600585938, 'logits/rejected': -1.133694052696228, 'logits/chosen': -1.1042143106460571, 'epoch': 64.0}
{'loss': 0.0, 'grad_norm': 0.000560760498046875, 'learning_rate': 0.00016449496416858284, 'rewards/chosen': -7.513581275939941, 'rewards/rejected': -20.855058670043945, 'rewards/accuracies': 1.0, 'rewards/margins': 13.34147834777832, 'logps/rejected': -355.2249755859375, 'logps/chosen': -217.559814453125, 'logits/rejected': -1.1404218673706055, 'logits/chosen': -1.1076656579971313, 'epoch': 65.0}
{'loss': 0.0, 'grad_norm': 0.000698089599609375, 'learning_rate': 0.00015634835164602198, 'rewards/chosen': -7.50683069229126, 'rewards/rejected': -20.865398406982422, 'rewards/accuracies': 1.0, 'rewards/margins': 13.358566284179688, 'logps/rejected': -355.3609619140625, 'logps/chosen': -217.51931762695312, 'logits/rejected': -1.137261152267456, 'logits/chosen': -1.1116588115692139, 'epoch': 66.0}
{'loss': 0.0, 'grad_norm': 0.0006561279296875, 'learning_rate': 0.00014831583923105, 'rewards/chosen': -7.50375509262085, 'rewards/rejected': -20.85939598083496, 'rewards/accuracies': 1.0, 'rewards/margins': 13.355639457702637, 'logps/rejected': -355.27264404296875, 'logps/chosen': -217.46896362304688, 'logits/rejected': -1.1401482820510864, 'logits/chosen': -1.1021517515182495, 'epoch': 67.0}
{'loss': 0.0, 'grad_norm': 0.000606536865234375, 'learning_rate': 0.00014040721330273062, 'rewards/chosen': -7.510401725769043, 'rewards/rejected': -20.865375518798828, 'rewards/accuracies': 1.0, 'rewards/margins': 13.354972839355469, 'logps/rejected': -355.32196044921875, 'logps/chosen': -217.53811645507812, 'logits/rejected': -1.1265954971313477, 'logits/chosen': -1.0985362529754639, 'epoch': 68.0}
{'loss': 0.0, 'grad_norm': 0.0011444091796875, 'learning_rate': 0.00013263210930352737, 'rewards/chosen': -7.510832786560059, 'rewards/rejected': -20.867679595947266, 'rewards/accuracies': 1.0, 'rewards/margins': 13.356849670410156, 'logps/rejected': -355.39208984375, 'logps/chosen': -217.5609130859375, 'logits/rejected': -1.1319220066070557, 'logits/chosen': -1.100701928138733, 'epoch': 69.0}
{'loss': 0.0, 'grad_norm': 0.00063323974609375, 'learning_rate': 0.00012500000000000006, 'rewards/chosen': -7.513241767883301, 'rewards/rejected': -20.872440338134766, 'rewards/accuracies': 1.0, 'rewards/margins': 13.359199523925781, 'logps/rejected': -355.4254150390625, 'logps/chosen': -217.5699005126953, 'logits/rejected': -1.1379683017730713, 'logits/chosen': -1.1120970249176025, 'epoch': 70.0}
{'eval_loss': 0.021051736548542976, 'eval_runtime': 2.4889, 'eval_samples_per_second': 4.018, 'eval_steps_per_second': 4.018, 'eval_rewards/chosen': -9.461339950561523, 'eval_rewards/rejected': -20.285768508911133, 'eval_rewards/accuracies': 1.0, 'eval_rewards/margins': 10.824430465698242, 'eval_logps/rejected': -359.38446044921875, 'eval_logps/chosen': -247.14453125, 'eval_logits/rejected': -1.2196807861328125, 'eval_logits/chosen': -1.1784794330596924, 'epoch': 70.0}
{'loss': 0.0, 'grad_norm': 0.000713348388671875, 'learning_rate': 0.0001175201839416988, 'rewards/chosen': -7.51434326171875, 'rewards/rejected': -20.86971092224121, 'rewards/accuracies': 1.0, 'rewards/margins': 13.355366706848145, 'logps/rejected': -355.39300537109375, 'logps/chosen': -217.58914184570312, 'logits/rejected': -1.1339751482009888, 'logits/chosen': -1.0993210077285767, 'epoch': 71.0}
{'loss': 0.0, 'grad_norm': 0.000690460205078125, 'learning_rate': 0.00011020177413231333, 'rewards/chosen': -7.513881683349609, 'rewards/rejected': -20.879138946533203, 'rewards/accuracies': 1.0, 'rewards/margins': 13.365255355834961, 'logps/rejected': -355.4666442871094, 'logps/chosen': -217.549072265625, 'logits/rejected': -1.1264772415161133, 'logits/chosen': -1.0967178344726562, 'epoch': 72.0}
{'loss': 0.0, 'grad_norm': 0.0007476806640625, 'learning_rate': 0.00010305368692688174, 'rewards/chosen': -7.509540557861328, 'rewards/rejected': -20.870342254638672, 'rewards/accuracies': 1.0, 'rewards/margins': 13.360799789428711, 'logps/rejected': -355.36669921875, 'logps/chosen': -217.5215301513672, 'logits/rejected': -1.1337803602218628, 'logits/chosen': -1.1000179052352905, 'epoch': 73.0}
{'loss': 0.0, 'grad_norm': 0.00074005126953125, 'learning_rate': 9.608463116858542e-05, 'rewards/chosen': -7.507962226867676, 'rewards/rejected': -20.873125076293945, 'rewards/accuracies': 1.0, 'rewards/margins': 13.36516284942627, 'logps/rejected': -355.453369140625, 'logps/chosen': -217.52236938476562, 'logits/rejected': -1.1322252750396729, 'logits/chosen': -1.0998162031173706, 'epoch': 74.0}
{'loss': 0.0, 'grad_norm': 0.000736236572265625, 'learning_rate': 8.930309757836516e-05, 'rewards/chosen': -7.514155387878418, 'rewards/rejected': -20.87826156616211, 'rewards/accuracies': 1.0, 'rewards/margins': 13.364107131958008, 'logps/rejected': -355.4667663574219, 'logps/chosen': -217.5629119873047, 'logits/rejected': -1.1383790969848633, 'logits/chosen': -1.1024143695831299, 'epoch': 75.0}
{'loss': 0.0, 'grad_norm': 0.00060272216796875, 'learning_rate': 8.271734841028553e-05, 'rewards/chosen': -7.5077619552612305, 'rewards/rejected': -20.879085540771484, 'rewards/accuracies': 1.0, 'rewards/margins': 13.37132453918457, 'logps/rejected': -355.4810485839844, 'logps/chosen': -217.52392578125, 'logits/rejected': -1.132939100265503, 'logits/chosen': -1.1104419231414795, 'epoch': 76.0}
{'loss': 0.0, 'grad_norm': 0.00086212158203125, 'learning_rate': 7.633540738525066e-05, 'rewards/chosen': -7.518833160400391, 'rewards/rejected': -20.878196716308594, 'rewards/accuracies': 1.0, 'rewards/margins': 13.359362602233887, 'logps/rejected': -355.48907470703125, 'logps/chosen': -217.61538696289062, 'logits/rejected': -1.1400870084762573, 'logits/chosen': -1.1031770706176758, 'epoch': 77.0}
{'loss': 0.0, 'grad_norm': 0.00072479248046875, 'learning_rate': 7.016504991533726e-05, 'rewards/chosen': -7.5104875564575195, 'rewards/rejected': -20.873449325561523, 'rewards/accuracies': 1.0, 'rewards/margins': 13.362963676452637, 'logps/rejected': -355.4288024902344, 'logps/chosen': -217.53530883789062, 'logits/rejected': -1.1316574811935425, 'logits/chosen': -1.1076160669326782, 'epoch': 78.0}
{'loss': 0.0, 'grad_norm': 0.000652313232421875, 'learning_rate': 6.421379363065141e-05, 'rewards/chosen': -7.520726680755615, 'rewards/rejected': -20.880416870117188, 'rewards/accuracies': 1.0, 'rewards/margins': 13.359687805175781, 'logps/rejected': -355.4665222167969, 'logps/chosen': -217.63723754882812, 'logits/rejected': -1.1356210708618164, 'logits/chosen': -1.1101791858673096, 'epoch': 79.0}
{'loss': 0.0, 'grad_norm': 0.000629425048828125, 'learning_rate': 5.848888922025553e-05, 'rewards/chosen': -7.521256446838379, 'rewards/rejected': -20.889963150024414, 'rewards/accuracies': 1.0, 'rewards/margins': 13.368703842163086, 'logps/rejected': -355.580078125, 'logps/chosen': -217.6459503173828, 'logits/rejected': -1.1308834552764893, 'logits/chosen': -1.0974173545837402, 'epoch': 80.0}
{'eval_loss': 0.021330777555704117, 'eval_runtime': 2.4748, 'eval_samples_per_second': 4.041, 'eval_steps_per_second': 4.041, 'eval_rewards/chosen': -9.475931167602539, 'eval_rewards/rejected': -20.309751510620117, 'eval_rewards/accuracies': 1.0, 'eval_rewards/margins': 10.833821296691895, 'eval_logps/rejected': -359.624267578125, 'eval_logps/chosen': -247.29043579101562, 'eval_logits/rejected': -1.2192103862762451, 'eval_logits/chosen': -1.177887201309204, 'epoch': 80.0}
{'loss': 0.0, 'grad_norm': 0.000545501708984375, 'learning_rate': 5.299731159831953e-05, 'rewards/chosen': -7.516507148742676, 'rewards/rejected': -20.8919620513916, 'rewards/accuracies': 1.0, 'rewards/margins': 13.375452995300293, 'logps/rejected': -355.5872802734375, 'logps/chosen': -217.61172485351562, 'logits/rejected': -1.130939245223999, 'logits/chosen': -1.100602626800537, 'epoch': 81.0}
{'loss': 0.0, 'grad_norm': 0.000885009765625, 'learning_rate': 4.7745751406263163e-05, 'rewards/chosen': -7.512625217437744, 'rewards/rejected': -20.884212493896484, 'rewards/accuracies': 1.0, 'rewards/margins': 13.371586799621582, 'logps/rejected': -355.5215759277344, 'logps/chosen': -217.56265258789062, 'logits/rejected': -1.1348103284835815, 'logits/chosen': -1.1004996299743652, 'epoch': 82.0}
{'loss': 0.0, 'grad_norm': 0.0004711151123046875, 'learning_rate': 4.274060686123959e-05, 'rewards/chosen': -7.5157012939453125, 'rewards/rejected': -20.88212013244629, 'rewards/accuracies': 1.0, 'rewards/margins': 13.366415023803711, 'logps/rejected': -355.49786376953125, 'logps/chosen': -217.59841918945312, 'logits/rejected': -1.1381016969680786, 'logits/chosen': -1.11076021194458, 'epoch': 83.0}
{'loss': 0.0, 'grad_norm': 0.00081634521484375, 'learning_rate': 3.798797596089351e-05, 'rewards/chosen': -7.5186448097229, 'rewards/rejected': -20.884784698486328, 'rewards/accuracies': 1.0, 'rewards/margins': 13.36613941192627, 'logps/rejected': -355.52520751953125, 'logps/chosen': -217.6216583251953, 'logits/rejected': -1.1384708881378174, 'logits/chosen': -1.1069750785827637, 'epoch': 84.0}
{'loss': 0.0, 'grad_norm': 0.00049591064453125, 'learning_rate': 3.3493649053890325e-05, 'rewards/chosen': -7.51384973526001, 'rewards/rejected': -20.880992889404297, 'rewards/accuracies': 1.0, 'rewards/margins': 13.367141723632812, 'logps/rejected': -355.49920654296875, 'logps/chosen': -217.57009887695312, 'logits/rejected': -1.1415764093399048, 'logits/chosen': -1.1055186986923218, 'epoch': 85.0}
{'loss': 0.0, 'grad_norm': 0.000885009765625, 'learning_rate': 2.9263101785268254e-05, 'rewards/chosen': -7.513094902038574, 'rewards/rejected': -20.88132095336914, 'rewards/accuracies': 1.0, 'rewards/margins': 13.36822509765625, 'logps/rejected': -355.52764892578125, 'logps/chosen': -217.54330444335938, 'logits/rejected': -1.13018798828125, 'logits/chosen': -1.0943745374679565, 'epoch': 86.0}
{'loss': 0.0, 'grad_norm': 0.000675201416015625, 'learning_rate': 2.5301488425208295e-05, 'rewards/chosen': -7.511389255523682, 'rewards/rejected': -20.882801055908203, 'rewards/accuracies': 1.0, 'rewards/margins': 13.371411323547363, 'logps/rejected': -355.51348876953125, 'logps/chosen': -217.5475311279297, 'logits/rejected': -1.1325321197509766, 'logits/chosen': -1.0929030179977417, 'epoch': 87.0}
{'loss': 0.0, 'grad_norm': 0.000637054443359375, 'learning_rate': 2.1613635589349755e-05, 'rewards/chosen': -7.514066219329834, 'rewards/rejected': -20.875545501708984, 'rewards/accuracies': 1.0, 'rewards/margins': 13.361477851867676, 'logps/rejected': -355.45343017578125, 'logps/chosen': -217.57443237304688, 'logits/rejected': -1.1286730766296387, 'logits/chosen': -1.0972790718078613, 'epoch': 88.0}
{'loss': 0.0, 'grad_norm': 0.000518798828125, 'learning_rate': 1.8204036358303172e-05, 'rewards/chosen': -7.515633583068848, 'rewards/rejected': -20.878408432006836, 'rewards/accuracies': 1.0, 'rewards/margins': 13.362775802612305, 'logps/rejected': -355.4735412597656, 'logps/chosen': -217.57138061523438, 'logits/rejected': -1.1381134986877441, 'logits/chosen': -1.1075185537338257, 'epoch': 89.0}
{'loss': 0.0, 'grad_norm': 0.000782012939453125, 'learning_rate': 1.5076844803522921e-05, 'rewards/chosen': -7.517510890960693, 'rewards/rejected': -20.881732940673828, 'rewards/accuracies': 1.0, 'rewards/margins': 13.364225387573242, 'logps/rejected': -355.5047912597656, 'logps/chosen': -217.61557006835938, 'logits/rejected': -1.1299664974212646, 'logits/chosen': -1.0950815677642822, 'epoch': 90.0}
{'eval_loss': 0.023323936387896538, 'eval_runtime': 2.4633, 'eval_samples_per_second': 4.06, 'eval_steps_per_second': 4.06, 'eval_rewards/chosen': -9.46442699432373, 'eval_rewards/rejected': -20.320514678955078, 'eval_rewards/accuracies': 1.0, 'eval_rewards/margins': 10.856086730957031, 'eval_logps/rejected': -359.73193359375, 'eval_logps/chosen': -247.17544555664062, 'eval_logits/rejected': -1.2194236516952515, 'eval_logits/chosen': -1.177209496498108, 'epoch': 90.0}
{'loss': 0.0, 'grad_norm': 0.00083160400390625, 'learning_rate': 1.2235870926211617e-05, 'rewards/chosen': -7.507112979888916, 'rewards/rejected': -20.88627052307129, 'rewards/accuracies': 1.0, 'rewards/margins': 13.379159927368164, 'logps/rejected': -355.54193115234375, 'logps/chosen': -217.5311737060547, 'logits/rejected': -1.1328599452972412, 'logits/chosen': -1.101805329322815, 'epoch': 91.0}
{'loss': 0.0, 'grad_norm': 0.00110626220703125, 'learning_rate': 9.684576015420277e-06, 'rewards/chosen': -7.511109828948975, 'rewards/rejected': -20.882055282592773, 'rewards/accuracies': 1.0, 'rewards/margins': 13.370945930480957, 'logps/rejected': -355.5149230957031, 'logps/chosen': -217.55322265625, 'logits/rejected': -1.1421386003494263, 'logits/chosen': -1.1168373823165894, 'epoch': 92.0}
{'loss': 0.0, 'grad_norm': 0.00067901611328125, 'learning_rate': 7.426068431000882e-06, 'rewards/chosen': -7.520566463470459, 'rewards/rejected': -20.876209259033203, 'rewards/accuracies': 1.0, 'rewards/margins': 13.355642318725586, 'logps/rejected': -355.45770263671875, 'logps/chosen': -217.65347290039062, 'logits/rejected': -1.1352207660675049, 'logits/chosen': -1.1071715354919434, 'epoch': 93.0}
{'loss': 0.0, 'grad_norm': 0.000514984130859375, 'learning_rate': 5.463099816548578e-06, 'rewards/chosen': -7.5197038650512695, 'rewards/rejected': -20.892398834228516, 'rewards/accuracies': 1.0, 'rewards/margins': 13.37269401550293, 'logps/rejected': -355.6062316894531, 'logps/chosen': -217.63626098632812, 'logits/rejected': -1.131758213043213, 'logits/chosen': -1.1061115264892578, 'epoch': 94.0}
{'loss': 0.0, 'grad_norm': 0.0005035400390625, 'learning_rate': 3.798061746947995e-06, 'rewards/chosen': -7.520123481750488, 'rewards/rejected': -20.891536712646484, 'rewards/accuracies': 1.0, 'rewards/margins': 13.371411323547363, 'logps/rejected': -355.593017578125, 'logps/chosen': -217.63241577148438, 'logits/rejected': -1.1320610046386719, 'logits/chosen': -1.1020622253417969, 'epoch': 95.0}
{'loss': 0.0, 'grad_norm': 0.00067138671875, 'learning_rate': 2.4329828146074094e-06, 'rewards/chosen': -7.513706207275391, 'rewards/rejected': -20.885353088378906, 'rewards/accuracies': 1.0, 'rewards/margins': 13.371647834777832, 'logps/rejected': -355.52093505859375, 'logps/chosen': -217.56826782226562, 'logits/rejected': -1.13611900806427, 'logits/chosen': -1.1030629873275757, 'epoch': 96.0}
{'loss': 0.0, 'grad_norm': 0.000629425048828125, 'learning_rate': 1.3695261579316775e-06, 'rewards/chosen': -7.521852970123291, 'rewards/rejected': -20.88974380493164, 'rewards/accuracies': 1.0, 'rewards/margins': 13.367889404296875, 'logps/rejected': -355.5588684082031, 'logps/chosen': -217.6617889404297, 'logits/rejected': -1.1338064670562744, 'logits/chosen': -1.095698595046997, 'epoch': 97.0}
{'loss': 0.0, 'grad_norm': 0.000705718994140625, 'learning_rate': 6.089874350439506e-07, 'rewards/chosen': -7.517555236816406, 'rewards/rejected': -20.887548446655273, 'rewards/accuracies': 1.0, 'rewards/margins': 13.369993209838867, 'logps/rejected': -355.5563049316406, 'logps/chosen': -217.60671997070312, 'logits/rejected': -1.1351275444030762, 'logits/chosen': -1.1064207553863525, 'epoch': 98.0}
{'loss': 0.0, 'grad_norm': 0.0007476806640625, 'learning_rate': 1.5229324522605948e-07, 'rewards/chosen': -7.512012481689453, 'rewards/rejected': -20.88640785217285, 'rewards/accuracies': 1.0, 'rewards/margins': 13.374394416809082, 'logps/rejected': -355.54931640625, 'logps/chosen': -217.5613250732422, 'logits/rejected': -1.1353888511657715, 'logits/chosen': -1.109515905380249, 'epoch': 99.0}
{'loss': 0.0, 'grad_norm': 0.000606536865234375, 'learning_rate': 0.0, 'rewards/chosen': -7.516397953033447, 'rewards/rejected': -20.883203506469727, 'rewards/accuracies': 1.0, 'rewards/margins': 13.366806030273438, 'logps/rejected': -355.5384216308594, 'logps/chosen': -217.58975219726562, 'logits/rejected': -1.1255730390548706, 'logits/chosen': -1.0999391078948975, 'epoch': 100.0}
{'eval_loss': 0.018737096339464188, 'eval_runtime': 2.4775, 'eval_samples_per_second': 4.036, 'eval_steps_per_second': 4.036, 'eval_rewards/chosen': -9.470865249633789, 'eval_rewards/rejected': -20.32290267944336, 'eval_rewards/accuracies': 1.0, 'eval_rewards/margins': 10.85203742980957, 'eval_logps/rejected': -359.75579833984375, 'eval_logps/chosen': -247.2397918701172, 'eval_logits/rejected': -1.21900475025177, 'eval_logits/chosen': -1.1789079904556274, 'epoch': 100.0}
{'train_runtime': 3478.9636, 'train_samples_per_second': 4.599, 'train_steps_per_second': 0.287, 'train_loss': 0.019291469494746707, 'epoch': 100.0}
